,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
102,FA,Jordan McLaughlin,--,PG,"6' 0""",185,--,28,1996-04-09,"Etiwanda, California"
103,FA,Moses Brown,--,C,"7' 2""",245,--,24,1999-10-13,"New York, New York"
104,FA,Vlatko Cancar,--,PF,"6' 8""",236,--,27,1997-04-10,"Koper, Slovenia"
105,FA,Luke Kornet,--,C,"7' 2""",250,--,28,1995-07-15,"Lantana, Texas"
106,FA,Oshae Brissett,--,SF,"6' 7""",210,--,26,1998-06-20,"Toronto, Ontario"
107,FA,Svi Mykhailiuk,--,SG,"6' 7""",205,--,27,1997-06-10,"Cherkasy, Ukraine"
108,FA,Thanasis Antetokounmpo,--,SF,"6' 7""",219,--,31,1992-07-18,"Athens, Greece"
109,FA,Aaron Holiday,--,PG,"6' 0""",185,--,27,1996-09-30,"Ruston, Louisiana"
110,FA,Mo Bamba,--,C,"7' 0""",231,--,26,1998-05-12,"Harlem, New York"
111,FA,Lonnie Walker IV,--,SG,"6' 4""",204,--,25,1998-12-14,"Reading, Pennsylvania"
112,FA,Tristan Vukcevic,--,C,"7' 0""",223,--,21,2003-03-11,"Siena, Italy"
113,FA,Damian Jones,--,C,"6' 11""",245,--,29,1995-06-30,"Baton Rouge, Louisiana"
114,FA,Yuta Watanabe,--,SF,"6' 9""",215,--,29,1994-10-13,"Yokohama, Japan"
115,FA,Drew Eubanks,--,C,"6' 9""",245,--,27,1997-02-01,"Starkville, Mississippi"
116,FA,Malachi Flynn,--,PG,"6' 1""",175,--,26,1998-05-10,"Tacoma, Washington"
117,FA,Dennis Smith Jr.,--,PG,"6' 2""",205,--,26,1997-11-25,"Fayetteville, North Carolina"
118,FA,Udoka Azubuike,--,C,"6' 10""",280,--,24,1999-09-17,"Lagos, Nigeria"
119,FA,Damion Lee,--,SG,"6' 5""",210,--,31,1992-10-21,"Baltimore, Maryland"
120,FA,Thomas Bryant,--,C,"6' 10""",248,--,26,1997-07-31,"Rochester, New York"
121,FA,Dario Saric,--,PF,"6' 10""",225,--,30,1994-04-08,"Sibenik, Croatia"
122,FA,Josh Okogie,--,SG,"6' 4""",213,--,25,1998-09-01,"Lagos, Nigeria"
123,FA,Cameron Payne,--,PG,"6' 3""",183,--,29,1994-08-08,"Memphis, Tennessee"
124,FA,Kelly Oubre Jr.,--,SF,"6' 7""",203,--,28,1995-12-09,"New Orleans, Louisiana"
125,FA,Boban Marjanovic,--,C,"7' 4""",290,--,35,1988-08-15,"Zajecar, Serbia"
126,FA,Jordan Nwora,--,SF,"6' 8""",225,--,25,1998-09-09,"Buffalo, New York"
127,FA,Tyrese Maxey,--,PG,"6' 2""",200,--,23,2000-11-04,"Dallas, Texas"
128,FA,Simone Fontecchio,--,SF,"6' 8""",209,--,28,1995-12-09,"Pescara, Italy"
129,FA,Precious Achiuwa,--,PF,"6' 8""",225,--,24,1999-09-19,"Port Harcourt, Nigeria"
130,FA,Reggie Bullock,--,SF,"6' 6""",205,--,33,1991-03-16,"Baltimore, Maryland"
131,FA,Markieff Morris,--,PF,"6' 9""",245,--,34,1989-09-02,"Philadelphia, Pennsylvania"
132,FA,Tristan Thompson,--,C,"6' 9""",254,--,33,1991-03-13,"Toronto, Ontario"
133,FA,JaVale McGee,--,C,"7' 0""",270,--,36,1988-01-19,"Flint, Michigan"
134,FA,Garrett Temple,--,SG,"6' 5""",195,--,38,1986-05-08,"Baton Rouge, Louisiana"
135,FA,Wesley Matthews,--,SG,"6' 5""",220,--,37,1986-10-14,"San Antonio, Texas"
136,FA,Justin Holiday,--,SG,"6' 6""",180,--,35,1989-04-05,"Mission Hills, California"
137,FA,Cody Zeller,--,C,"6' 11""",240,--,31,1992-10-05,"Washington, Indiana"
138,FA,Alex Len,--,C,"7' 0""",250,--,31,1993-06-16,"Antratsit, Ukraine"
139,FA,Jae Crowder,--,SF,"6' 6""",235,--,33,1990-07-06,"Villa Rica, Georgia"
140,FA,Patrick Beverley,--,PG,"6' 2""",180,--,35,1988-07-12,"Chicago, Illinois"
141,FA,Saddiq Bey,--,SF,"6' 7""",215,--,25,1999-04-09,"Charlotte, North Carolina"
142,FA,Eric Gordon,--,SG,"6' 3""",215,--,35,1988-12-25,"Indianapolis, Indiana"
143,FA,Derrick Jones Jr.,--,SF,"6' 5""",210,--,27,1997-02-15,"Chester, Pennsylvania"
144,FA,Andre Drummond,--,C,"6' 11""",279,--,30,1993-08-10,"Mount Vernon, New York"
145,FA,Chuma Okeke,--,PF,"6' 6""",229,--,25,1998-08-18,"Atlanta, Georgia"
146,FA,Kevin Love,--,C,"6' 8""",251,--,35,1988-09-07,"Santa Monica, California"
147,FA,Seth Curry,--,SG,"6' 1""",185,--,33,1990-08-23,"Charlotte, North Carolina"
148,FA,Kira Lewis Jr.,--,PG,"6' 1""",170,--,23,2001-04-06,"Meridianville, Alabama"
149,FA,Taurean Prince,--,PF,"6' 6""",218,--,30,1994-03-22,"San Marcos, Texas"
150,FA,Mason Plumlee,--,C,"6' 10""",254,--,34,1990-03-05,"Fort Wayne, Indiana"
151,FA,Jalen Smith,--,PF,"6' 10""",215,--,24,2000-03-16,"Portsmouth, Virginia"
152,FA,Obi Toppin,--,PF,"6' 9""",220,--,26,1998-03-04,"Brooklyn, New York"
153,FA,Caleb Martin,--,SF,"6' 5""",205,--,28,1995-09-28,"Winston-Salem, North Carolina"
154,FA,Daniel Theis,--,C,"6' 8""",245,--,32,1992-04-04,"Salzgitter, Germany"
155,FA,Isaac Okoro,--,SG,"6' 5""",225,--,23,2001-01-26,"Atlanta, Georgia"
156,FA,Miles Bridges,--,SF,"6' 7""",225,--,26,1998-03-21,"Flint, Michigan"
157,FA,Moritz Wagner,--,C,"6' 11""",245,--,27,1997-04-26,"Berlin, Germany"
158,FA,Isaiah Hartenstein,--,C,"7' 0""",250,--,26,1998-05-05,"Eugene, Oregon"
159,FA,De'Anthony Melton,--,SG,"6' 2""",200,--,26,1998-05-28,"North Hollywood, California"
160,FA,Kyle Anderson,--,PF,"6' 9""",230,--,30,1993-09-20,"New York, New York"
161,FA,Monte Morris,--,PG,"6' 2""",183,--,29,1995-06-27,"Grand Rapids, Michigan"
162,FA,James Wiseman,--,C,"7' 0""",240,--,23,2001-03-31,"Nashville, Tennessee"
163,FA,Alec Burks,--,SG,"6' 6""",214,--,32,1991-07-20,"Grandview, Missouri"
164,FA,Talen Horton-Tucker,--,SG,"6' 4""",234,--,23,2000-11-25,"Chicago, Illinois"
165,FA,Joe Ingles,--,SF,"6' 9""",220,--,36,1987-10-02,"Adelaide, Australia"
166,FA,Nicolas Batum,--,SF,"6' 8""",230,--,35,1988-12-14,"Lisieux, France"
167,FA,Richaun Holmes,--,C,"' 10""",235,--,30,1993-10-15,"Lockport, Illinois"
168,FA,Robert Covington,--,PF,"6' 7""",209,--,33,1990-12-14,"Bellwood, Illinois"
169,FA,Gary Harris,--,SG,"6' 4""",210,--,29,1994-09-14,"Fishers, Indiana"
170,FA,Doug McDermott,--,SF,"6' 6""",225,--,32,1992-01-03,"Grand Forks, North Dakota"
171,FA,Luke Kennard,--,SG,"6' 5""",206,--,28,1996-06-24,"Middletown, Ohio"
172,FA,Tyus Jones,--,PG,"6' 1""",196,--,28,1996-05-10,"Burnsville, Minnesota"
173,FA,Malik Beasley,--,SG,"6' 4""",187,--,27,1996-11-26,"Atlanta, Georgia"
174,FA,Jonas Valanciunas,--,C,"6' 11""",265,--,32,1992-05-06,"Utena, Lithuania"
175,FA,Kentavious Caldwell-Pope,--,SG,"6' 5""",204,--,31,1993-02-18,"Thomaston, Georgia"
176,FA,Markelle Fultz,--,PG,"6' 4""",209,--,26,1998-05-29,"Upper Marlboro, Maryland"
177,FA,Gary Trent Jr.,--,SG,"6' 8""",250,--,25,1974-09-22,"Columbus, Ohio"
178,FA,Evan Fournier,--,SG,"6' 6""",205,--,31,1992-10-29,"Saint-Maurice, France"
179,FA,Buddy Hield,--,SG,"6' 4""",220,--,31,1992-12-17,"Freeport, Bahamas"
180,FA,DeMar DeRozan,--,SF,"6' 6""",220,--,34,1989-08-07,"Compton, California"
181,FA,Kyle Lowry,--,PG,"6' 0""",196,--,38,1986-03-25,"Philadelphia, Pennsylvania"
182,FA,Gordon Hayward,--,SF,"6' 7""",225,--,34,1990-03-23,"Indianapolis, Indiana"
183,FA,LeBron James,--,PF,"6' 9""",250,--,39,1984-12-30,"Akron, Ohio"
184,FA,Paul George,--,SG,"6' 8""",220,--,34,1990-05-02,"Palmdale, California"
185,FA,Klay Thompson,--,SG,"6' 6""",215,--,34,1990-02-08,"Los Angeles, California"
186,FA,Tobias Harris,--,PF,"6' 8""",226,--,31,1992-07-15,"Islip, New York"
187,FA,James Harden,--,SG,"6' 5""",220,--,34,1989-08-26,"Los Angeles, California"
