,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
102,FA,Udoka Azubuike,--,C,"6' 10""",280,--,24,1999-09-17,"Lagos, Nigeria"
103,FA,Thomas Bryant,--,C,"6' 10""",248,--,26,1997-07-31,"Rochester, New York"
104,FA,Dario Saric,--,PF,"6' 10""",225,--,30,1994-04-08,"Sibenik, Croatia"
105,FA,Omer Yurtseven,--,C,"7' 0""",264,--,26,1998-06-19,"Istanbul, Turkey"
106,FA,Josh Okogie,--,SG,"6' 4""",213,--,25,1998-09-01,"Lagos, Nigeria"
107,FA,Cameron Payne,--,PG,"6' 3""",183,--,29,1994-08-08,"Memphis, Tennessee"
108,FA,Boban Marjanovic,--,C,"7' 4""",290,--,35,1988-08-15,"Zajecar, Serbia"
109,FA,Jordan Nwora,--,SF,"6' 8""",225,--,25,1998-09-09,"Buffalo, New York"
110,FA,Simone Fontecchio,--,SF,"6' 8""",209,--,28,1995-12-09,"Pescara, Italy"
111,FA,Precious Achiuwa,--,PF,"6' 8""",225,--,24,1999-09-19,"Port Harcourt, Nigeria"
112,FA,Reggie Bullock,--,SF,"6' 6""",205,--,33,1991-03-16,"Baltimore, Maryland"
113,FA,Markieff Morris,--,PF,"6' 9""",245,--,34,1989-09-02,"Philadelphia, Pennsylvania"
114,FA,Tristan Thompson,--,C,"6' 9""",254,--,33,1991-03-13,"Toronto, Ontario"
115,FA,JaVale McGee,--,C,"7' 0""",270,--,36,1988-01-19,"Flint, Michigan"
116,FA,Wesley Matthews,--,SG,"6' 5""",220,--,37,1986-10-14,"San Antonio, Texas"
117,FA,Justin Holiday,--,SG,"6' 6""",180,--,35,1989-04-05,"Mission Hills, California"
118,FA,Cody Zeller,--,C,"6' 11""",240,--,31,1992-10-05,"Washington, Indiana"
119,FA,Cedi Osman,--,SF,"6' 7""",230,--,29,1995-04-08,"Ohrid, North Macedonia"
120,FA,Gordon Hayward,--,SF,"6' 7""",225,--,34,1990-03-23,"Indianapolis, Indiana"
121,FA,Kyle Lowry,--,PG,"6' 0""",196,--,38,1986-03-25,"Philadelphia, Pennsylvania"
122,FA,DeMar DeRozan,--,SF,"6' 6""",220,--,34,1989-08-07,"Compton, California"
123,FA,Buddy Hield,--,SG,"6' 4""",220,--,31,1992-12-17,"Freeport, Bahamas"
124,FA,Evan Fournier,--,SG,"6' 6""",205,--,31,1992-10-29,"Saint-Maurice, France"
125,FA,Gary Trent Jr.,--,SG,"6' 8""",250,--,25,1974-09-22,"Columbus, Ohio"
126,FA,Markelle Fultz,--,PG,"6' 4""",209,--,26,1998-05-29,"Upper Marlboro, Maryland"
127,FA,Malik Beasley,--,SG,"6' 4""",187,--,27,1996-11-26,"Atlanta, Georgia"
128,FA,Tyus Jones,--,PG,"6' 1""",196,--,28,1996-05-10,"Burnsville, Minnesota"
129,FA,Luke Kennard,--,SG,"6' 5""",206,--,28,1996-06-24,"Middletown, Ohio"
130,FA,Doug McDermott,--,SF,"6' 6""",225,--,32,1992-01-03,"Grand Forks, North Dakota"
131,FA,Robert Covington,--,PF,"6' 7""",209,--,33,1990-12-14,"Bellwood, Illinois"
132,FA,Richaun Holmes,--,C,"6' 10""",235,--,30,1993-10-15,"Lockport, Illinois"
133,FA,Joe Ingles,--,SF,"6' 9""",220,--,36,1987-10-02,"Adelaide, Australia"
134,FA,Talen Horton-Tucker,--,SG,"6' 4""",234,--,23,2000-11-25,"Chicago, Illinois"
135,FA,Alec Burks,--,SG,"6' 6""",214,--,32,1991-07-20,"Grandview, Missouri"
136,FA,Miles Bridges,--,SF,"6' 7""",225,--,26,1998-03-21,"Flint, Michigan"
137,FA,Isaac Okoro,--,SG,"6' 5""",225,--,23,2001-01-26,"Atlanta, Georgia"
138,FA,Daniel Theis,--,C,"6' 8""",245,--,32,1992-04-04,"Salzgitter, Germany"
139,FA,Caleb Martin,--,SF,"6' 5""",205,--,28,1995-09-28,"Winston-Salem, North Carolina"
140,FA,Taurean Prince,--,PF,"6' 6""",218,--,30,1994-03-22,"San Marcos, Texas"
141,FA,Kira Lewis Jr.,--,PG,"6' 1""",170,--,23,2001-04-06,"Meridianville, Alabama"
142,FA,Seth Curry,--,SG,"6' 1""",185,--,33,1990-08-23,"Charlotte, North Carolina"
143,FA,Chuma Okeke,--,PF,"6' 6""",229,--,25,1998-08-18,"Atlanta, Georgia"
144,FA,Saddiq Bey,--,SF,"6' 7""",215,--,25,1999-04-09,"Charlotte, North Carolina"
145,FA,Patrick Beverley,--,PG,"6' 2""",180,--,35,1988-07-12,"Chicago, Illinois"
146,FA,Jae Crowder,--,SF,"6' 6""",235,--,33,1990-07-06,"Villa Rica, Georgia"
