,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
41,MEM,Scotty Pippen Jr.,1,G,"6' 1""",170,--,23,2000-11-10,"Portland, Oregon"
42,MEM,Maozinha Pereira,25,F,"6' 8""",177,--,24,2000-08-28,"Rio de Janeiro, Brazil"
43,MEM,Miye Oni,81,SF,"6' 5""",206,--,27,1997-08-04,"Los Angeles, California"
44,MEM,Miles Norris,0,F,"6' 7""",220,--,24,2000-04-15,"San Francisco, California"
45,MEM,Ja Morant,12,PG,"6' 3""",175,"$36,725,670",24,1999-08-10,"Dalzell, South Carolina"
46,MEM,Jake LaRavia,3,F,"6' 7""",235,"$3,352,680",22,2001-11-03,"Pasadena, California"
47,MEM,John Konchar,46,SG,"6' 5""",210,"$6,165,000",28,1996-03-22,"Chicago, Illinois"
48,MEM,Luke Kennard,10,SG,"6' 5""",206,"$9,250,000",28,1996-06-24,"Middletown, Ohio"
49,MEM,Yuki Kawamura,17,G,"5' 8""",159,--,23,2001-05-02,"Yanai, Japan"
50,MEM,Jaren Jackson Jr.,13,PF,"6' 11""",242,"$25,257,798",56,1967-10-27,"New Orleans, Louisiana"
51,MEM,GG Jackson II,45,F,"6' 9""",215,"$1,891,857",19,2004-12-17,"Columbia, South Carolina"
52,MEM,Jay Huff,30,C,"7' 1""",240,--,25,1998-08-25,"Durham, North Carolina"
53,MEM,Zach Edey,14,C,"7' 4""",299,"$5,756,880",22,2002-05-14,"Toronto, Canada"
54,MEM,Brandon Clarke,15,PF,"6' 8""",210,"$12,500,000",27,1996-09-19,"Vancouver, British Columbia"
55,MEM,Desmond Bane,22,SG,"6' 6""",215,"$34,005,250",26,1998-06-25,"Richmond, Indiana"
56,MEM,Armando Bacot,00,PF,"6' 11""",240,--,24,2000-03-06,"Richmond, Virginia"
57,MEM,Santi Aldama,7,PF,"6' 11""",224,"$3,960,531",23,2001-01-10,"Las Palmas, Spain"
58,HOU,Nate Williams,19,G,"6' 5""",205,--,74,1950-05-02,"Columbia, Louisiana"
59,HOU,Cam Whitmore,7,F,"6' 7""",235,"$3,379,080",19,2004-07-08,"Odenton, Maryland"
60,HOU,Fred VanVleet,5,PG,"6' 0""",193,"$42,846,615",30,1994-02-25,"Rockford, Illinois"
61,HOU,Amen Thompson,1,F,"6' 7""",215,"$9,249,960",21,2003-01-30,"San Leandro, California"
62,HOU,Jae'Sean Tate,8,SF,"6' 5""",226,"$7,565,217",28,1995-10-28,"Toledo, Ohio"
63,HOU,Jabari Smith Jr.,10,PF,"6' 11""",213,"$9,770,880",47,1977-02-12,"Atlanta, Georgia"
64,HOU,Reed Sheppard,15,G,"6' 3""",182,"$10,098,960",20,2004-06-24,"London, Kentucky"
65,HOU,Alperen Sengun,28,C,"6' 11""",255,"$5,424,654",21,2002-07-25,"Giresun, Turkey"
66,HOU,Jermaine Samuels Jr.,00,F,"6' 7""",230,--,25,1998-11-13,"Franklin, Massachusetts"
67,HOU,Jack McVeigh,58,G,"6' 7""",205,--,28,1996-06-27,"Murwillumbah, Australia"
68,HOU,Jock Landale,2,C,"6' 11""",255,"$8,000,000",28,1995-10-25,"E Malvern, Australia"
69,HOU,Aaron Holiday,0,G,"6' 0""",185,"$4,668,000",27,1996-09-30,"Ruston, Louisiana"
70,HOU,Nate Hinton,41,G,"6' 5""",210,--,25,1999-06-08,"Gastonia, North Carolina"
71,HOU,Jeff Green,32,PF,"6' 8""",235,"$8,000,000",37,1986-08-28,"Cheverly, Maryland"
72,HOU,Jalen Green,4,SG,"6' 6""",183,"$12,483,048",22,2002-02-09,"Merced, California"
73,HOU,Tari Eason,17,F,"6' 8""",217,"$3,695,160",23,2001-05-10,"Portsmouth, Virginia"
74,HOU,Dillon Brooks,9,SF,"6' 7""",220,"$22,255,493",28,1996-01-22,"Mississauga, Ontario"
75,HOU,Steven Adams,12,C,"6' 11""",265,"$12,600,000",30,1993-07-20,"Rotorua, New Zealand"
76,DAL,Brandon Williams,10,G,"6' 1""",190,--,24,1975-02-27,"Collinston, Louisiana"
77,DAL,P.J. Washington,25,PF,"6' 7""",230,"$15,500,000",25,1998-08-23,"Louisville, Kentucky"
78,DAL,Klay Thompson,31,SG,"6' 6""",220,"$15,873,016",34,1990-02-08,"Los Angeles, California"
79,DAL,Olivier-Maxence Prosper,8,F,"6' 8""",215,"$2,869,920",22,2002-07-03,"Montreal, Canada"
80,DAL,Dwight Powell,7,C,"6' 10""",240,"$4,000,000",32,1991-07-20,"Toronto, Ontario"
81,DAL,Markieff Morris,88,PF,"6' 9""",245,"$2,087,519",34,1989-09-02,"Philadelphia, Pennsylvania"
82,DAL,Naji Marshall,13,SF,"6' 7""",225,"$8,571,429",26,1998-01-24,"Atlantic City, New Jersey"
83,DAL,Dereck Lively II,2,C,"7' 1""",234,"$5,014,560",20,2004-02-12,"Philadelphia, Pennsylvania"
84,DAL,Maxi Kleber,42,PF,"6' 10""",240,"$11,000,000",32,1992-01-29,"Wurzburg, Germany"
85,DAL,Kyrie Irving,11,PG,"6' 2""",191,"$41,000,000",32,1992-03-23,"Melbourne, Australia"
86,DAL,Jaden Hardy,1,G,"6' 4""",198,"$2,019,699",21,2002-07-05,"Detroit, Michigan"
87,DAL,Quentin Grimes,5,SG,"6' 5""",210,"$4,296,615",24,2000-05-08,"Houston, Texas"
88,DAL,Daniel Gafford,21,C,"6' 10""",234,"$13,394,160",25,1998-10-01,"El Dorado, Arkansas"
89,DAL,Dante Exum,0,G,"6' 5""",214,"$3,150,000",28,1995-07-13,"Melbourne, Australia"
90,DAL,Kessler Edwards,20,SF,"6' 8""",215,--,23,2000-08-09,"Glendale, California"
91,DAL,Luka Doncic,77,PG,"6' 7""",230,"$43,031,940",25,1999-02-28,"Ljubljana, Slovenia"
92,DAL,Spencer Dinwiddie,26,PG,"6' 5""",215,"$2,087,519",31,1993-04-06,"Los Angeles, California"
93,BOS,Jaylen Brown,7,SG,"6' 6""",220,"$49,205,800",27,1996-10-24,"Marietta, Georgia"
94,BOS,JD Davison,20,SG,"6' 3""",195,--,21,2002-10-03,"Montgomery, Alabama"
95,BOS,Sam Hauser,30,SF,"6' 8""",215,"$2,092,344",26,1997-12-08,"Green Bay, Wisconsin"
96,BOS,Jrue Holiday,4,PG,"6' 5""",220,"$30,000,000",34,1990-06-12,"Chatsworth, California"
97,BOS,Al Horford,42,C,"6' 9""",240,"$9,500,000",38,1986-06-03,"Puerto Plata, Dominican Republic"
98,BOS,Luke Kornet,40,C,"7' 2""",250,"$2,087,519",28,1995-07-15,"Lantana, Texas"
99,BOS,Drew Peterson,13,F,"6' 8""",192,--,24,1999-11-09,"Libertyville, Illinois"
100,BOS,Kristaps Porzingis,8,C,"7' 3""",240,"$29,268,293",28,1995-08-02,"Liepaja, Latvia"
101,BOS,Payton Pritchard,11,PG,"6' 2""",190,"$6,696,429",26,1998-01-28,"Tualatin, Oregon"
102,BOS,Neemias Queta,88,C,"7' 0""",245,"$2,162,606",24,1999-07-13,"Lisbon, Portugal"
103,BOS,Baylor Scheierman,55,F,"6' 6""",203,"$2,494,320",23,2000-09-26,"Hastings, Nebraska"
104,BOS,Jaden Springer,44,G,"6' 4""",204,"$4,018,580",21,2002-09-25,"Charlotte, North Carolina"
105,BOS,Jayson Tatum,0,SF,"6' 8""",210,"$34,848,340",26,1998-03-03,"St. Louis, Missouri"
106,BOS,Xavier Tillman,26,F,"6' 8""",245,"$2,237,691",25,1999-01-12,"Grand Rapids, Michigan"
107,BOS,Lonnie Walker IV,12,G,"6' 4""",205,"$2,087,519",25,1998-12-14,"Reading, Pennsylvania"
108,BOS,Jordan Walsh,27,G,"6' 7""",205,"$1,891,857",20,2004-03-03,"DeSoto, Texas"
109,BOS,Anton Watson,28,F,"6' 8""",235,--,23,2000-10-06,"Coeur d'Alene, Idaho"
110,BOS,Derrick White,9,PG,"6' 4""",195,"$20,017,429",30,1994-07-02,"Parker, Colorado"
111,BKN,Amari Bailey,10,G,"6' 4""",189,--,20,2004-02-17,"New Orleans, Louisiana"
112,BKN,Bojan Bogdanovic,44,SF,"6' 7""",230,"$19,032,850",35,1989-04-18,"Mostar, Bosnia and Herzegovina"
113,BKN,Nic Claxton,33,C,"6' 11""",226,"$27,556,817",25,1999-04-17,"Greenville, South Carolina"
114,BKN,Noah Clowney,21,F,"6' 9""",230,"$3,244,080",19,2004-07-14,"Spartanburg, South Carolina"
115,BKN,Yongxi Cui,8,G,"6' 6""",210,--,21,2003-05-28,"Yulin, China"
116,BKN,Dorian Finney-Smith,28,PF,"6' 7""",225,"$14,924,168",31,1993-05-04,"Portsmouth, Virginia"
117,BKN,Killian Hayes,7,G,"6' 5""",210,--,23,2001-07-27,"Lakeland, Florida"
118,BKN,Cameron Johnson,2,SF,"6' 8""",225,"$22,500,000",28,1996-03-03,"Moon Township, Pennsylvania"
119,BKN,Keon Johnson,45,G,"6' 4""",192,"$2,162,606",22,2002-03-10,"Shelbyville, Tennessee"
120,BKN,Jaylen Martin,16,G,"6' 5""",220,--,20,2004-01-28,"Quincy, Florida"
121,BKN,Tyrese Martin,22,G,"6' 6""",215,--,25,1999-03-07,"Allentown, Pennsylvania"
122,BKN,Shake Milton,13,SG,"6' 5""",212,"$2,875,000",27,1996-09-26,"Owasso, Oklahoma"
123,BKN,Dennis Schroder,17,PG,"6' 3""",178,"$13,025,250",30,1993-09-15,"Braunschweig, Germany"
124,BKN,Day'Ron Sharpe,20,C,"6' 9""",265,"$3,989,122",22,2001-11-06,"Greenville, North Carolina"
125,BKN,Ben Simmons,10,PG,"6' 10""",240,"$40,338,144",27,1996-07-20,"Melbourne, Australia"
126,BKN,Cam Thomas,24,SG,"6' 3""",215,"$4,041,249",22,2001-10-13,"Yokosuka, Japan"
127,BKN,Trendon Watford,9,PF,"6' 9""",242,"$2,726,603",23,2000-11-09,"Birmingham, Alabama"
128,BKN,Dariq Whitehead,0,F,"6' 6""",224,"$3,114,240",19,2004-08-01,"Newark, New Jersey"
129,BKN,Ziaire Williams,1,F,"6' 9""",205,"$6,133,005",22,2001-09-12,"Lancaster, California"
130,BKN,Jalen Wilson,22,F,"6' 6""",230,"$1,891,857",23,2000-11-04,"Arlington, Texas"
131,NY,Precious Achiuwa,5,PF,"6' 8""",243,"$6,000,000",24,1999-09-19,"Port Harcourt, Nigeria"
132,NY,OG Anunoby,8,SF,"6' 7""",240,"$36,637,931",26,1997-07-17,"London, United Kingdom"
133,NY,Mikal Bridges,25,SF,"6' 6""",209,"$23,300,000",27,1996-08-30,"Philadelphia, Pennsylvania"
134,NY,Moses Brown,14,C,"7' 2""",258,--,24,1999-10-13,"New York, New York"
135,NY,Jalen Brunson,11,PG,"6' 2""",190,"$24,960,001",27,1996-08-31,"New Brunswick, New Jersey"
136,NY,Pacome Dadiet,4,G,"6' 7""",200,"$1,808,080",18,2005-07-27,"Aubagne, France"
137,NY,Josh Hart,3,SG,"6' 4""",215,"$18,144,000",29,1995-03-06,"Silver Spring, Maryland"
138,NY,Ariel Hukporti,55,C,"6' 11""",246,--,22,2002-04-11,"Stralsund, Germany"
139,NY,Tyler Kolek,13,G,"6' 1""",195,"$2,087,519",23,2001-03-27,"Providence, Rhode Island"
140,NY,Miles McBride,2,PG,"6' 1""",195,"$4,710,144",23,2000-09-08,"Cincinnati, Ohio"
141,NY,Kevin McCullar Jr.,9,F,"6' 5""",206,--,23,2001-03-15,"San Antonio, Texas"
142,NY,Chuma Okeke,18,F,"6' 7""",229,--,25,1998-08-18,"Atlanta, Georgia"
143,NY,Cameron Payne,1,PG,"6' 3""",183,"$2,087,519",29,1994-08-08,"Memphis, Tennessee"
144,NY,Mitchell Robinson,23,C,"7' 0""",240,"$14,318,182",26,1998-04-01,"Pensacola, Florida"
145,NY,Landry Shamet,44,SG,"6' 4""",190,"$2,087,519",27,1997-03-13,"Kansas City, Missouri"
146,NY,Jericho Sims,20,C,"6' 10""",250,"$2,092,344",25,1998-10-20,"Minneapolis, Minnesota"
147,NY,Jacob Toppin,00,F,"6' 8""",200,--,24,2000-05-08,"Ossining, New York"
148,NY,Karl-Anthony Towns,32,C,"7' 0""",248,"$49,205,800",28,1995-11-15,"Edison, New Jersey"
149,NY,T.J. Warren,21,SF,"6' 8""",220,--,30,1993-09-05,"Durham, North Carolina"
150,PHI,Adem Bona,30,C,"6' 10""",235,"$1,157,153",21,2003-03-28,"Lagos, Nigeria"
151,PHI,Ricky Council IV,14,G,"6' 6""",207,"$1,891,857",22,2001-08-03,"Durham, North Carolina"
152,PHI,Jeff Dowtin Jr.,11,G,"6' 3""",177,"$2,196,970",27,1997-05-10,"Upper Marlboro, Maryland"
153,PHI,Andre Drummond,5,C,"6' 11""",279,"$5,000,000",30,1993-08-10,"Mount Vernon, New York"
154,PHI,Justin Edwards,19,F,"6' 7""",203,--,20,2003-12-16,"Philadelphia, Pennsylvania"
155,PHI,Joel Embiid,21,C,"7' 0""",280,"$51,415,938",30,1994-03-16,"Yaounde, Cameroon"
156,PHI,Paul George,8,F,"6' 8""",220,"$49,205,800",34,1990-05-02,"Palmdale, California"
157,PHI,Eric Gordon,23,SG,"6' 3""",215,"$3,303,771",35,1988-12-25,"Indianapolis, Indiana"
158,PHI,Reggie Jackson,00,PG,"6' 2""",208,"$2,087,519",34,1990-04-16,"Pordenone, Italy"
159,PHI,Kyle Lowry,7,PG,"6' 0""",196,"$2,087,519",38,1986-03-25,"Philadelphia, Pennsylvania"
160,PHI,Caleb Martin,16,SF,"6' 5""",205,"$8,149,001",28,1995-09-28,"Winston-Salem, North Carolina"
161,PHI,KJ Martin,1,F,"6' 6""",215,"$7,975,000",23,2001-01-06,"Gardena, California"
162,PHI,Tyrese Maxey,0,PG,"6' 2""",200,"$35,147,000",23,2000-11-04,"Dallas, Texas"
163,PHI,Jared McCain,20,G,"6' 3""",195,"$4,032,240",20,2004-02-20,"Sacramento, California"
164,PHI,Kelly Oubre Jr.,9,SG,"6' 8""",203,"$7,983,000",28,1995-12-09,"New Orleans, Louisiana"
165,PHI,Lester Quinones,25,G,"6' 5""",208,--,23,2000-11-16,"Brentwood, New York"
166,PHI,Guerschon Yabusele,28,F,"6' 8""",265,"$2,087,519",28,1995-12-17,"Dreux, France"
167,TOR,Ochai Agbaji,30,G,"6' 5""",215,"$4,310,280",24,2000-04-20,"Milwaukee, Wisconsin"
168,TOR,Scottie Barnes,4,SF,"6' 7""",237,"$10,130,980",22,2001-08-01,"West Palm Beach, Florida"
169,TOR,RJ Barrett,9,SG,"6' 6""",214,"$25,794,643",24,2000-06-14,"Toronto, Ontario"
170,TOR,Jamison Battle,77,F,"6' 7""",220,--,23,2001-05-10,"Robbinsdale, Minnesota"
171,TOR,Chris Boucher,25,PF,"6' 9""",200,"$10,810,000",31,1993-01-11,"Castries, Saint Lucia"
172,TOR,Bruce Brown,11,SF,"6' 4""",202,"$23,000,000",27,1996-08-15,"Boston, Massachusetts"
173,TOR,Branden Carlson,35,C,"7' 0""",220,--,25,1999-06-14,"South Jordan, Utah"
174,TOR,D.J. Carton,3,G,"6' 3""",200,--,23,2000-08-05,"Pineville, North Carolina"
175,TOR,Ulrich Chomche,22,C,"6' 10""",232,--,18,2005-12-30,"Baham, Cameroon"
176,TOR,Gradey Dick,1,G,"6' 6""",200,"$4,763,760",20,2003-11-20,"Wichita, Kansas"
177,TOR,Bruno Fernando,24,F,"6' 9""",240,"$2,087,519",25,1998-08-15,"Luanda, Angola"
178,TOR,Davion Mitchell,15,PG,"6' 0""",202,"$6,451,230",25,1998-09-05,"Hinesville, Georgia"
179,TOR,Jonathan Mogbo,2,F,"6' 6""",225,"$1,862,265",22,2001-10-29,"West Palm Beach, Florida"
180,TOR,Kelly Olynyk,41,PF,"6' 11""",240,"$12,804,878",33,1991-04-19,"Toronto, Ontario"
181,TOR,Jakob Poeltl,19,C,"7' 0""",260,"$19,500,000",28,1995-10-15,"Vienna, Austria"
182,TOR,Immanuel Quickley,5,SG,"6' 2""",190,"$32,500,000",25,1999-06-17,"Havre de Grace, Maryland"
183,TOR,Jahmi'us Ramsey,37,PG,"6' 3""",190,--,23,2001-06-09,"Arlington, Texas"
184,TOR,Jared Rhoden,8,G,"6' 5""",210,--,24,1999-08-27,"Baldwin, New York"
185,TOR,Jamal Shead,23,G,"6' 0""",201,"$1,862,265",22,2002-06-24,"Austin, Texas"
186,TOR,Garrett Temple,17,SF,"6' 5""",195,"$2,087,519",38,1986-05-08,"Baton Rouge, Louisiana"
187,TOR,Ja'Kobe Walter,14,G,"6' 4""",195,"$3,565,000",19,2004-09-04,"Dallas, Texas"
188,CHI,Lonzo Ball,2,PG,"6' 6""",197,"$21,395,348",26,1997-10-27,"Anaheim, California"
189,CHI,Matas Buzelis,14,F,"6' 10""",209,"$5,195,520",19,2004-10-13,"Chicago, Illinois"
190,CHI,Jevon Carter,5,PG,"6' 1""",200,"$6,500,000",28,1995-09-14,"Maywood, Illinois"
191,CHI,Torrey Craig,13,SF,"6' 7""",221,"$2,845,342",33,1990-12-19,"Columbia, South Carolina"
192,CHI,Ayo Dosunmu,11,SG,"6' 4""",200,"$7,000,000",24,2000-01-17,"Chicago, Illinois"
193,CHI,Chris Duarte,27,SG,"6' 6""",190,"$5,893,768",27,1997-06-13,"Puerto Plata, Dominican Republic"
194,CHI,Josh Giddey,3,SG,"6' 8""",210,"$8,352,367",21,2002-10-10,"Melbourne, Australia"
195,CHI,Talen Horton-Tucker,22,SF,"6' 4""",233,--,23,2000-11-25,"Chicago, Illinois"
196,CHI,Zach LaVine,8,SG,"6' 5""",205,"$43,031,940",29,1995-03-10,"Renton, Washington"
197,CHI,E.J. Liddell,32,F,"6' 7""",240,--,23,2000-12-18,"Belleville, Illinois"
198,CHI,Julian Phillips,15,F,"6' 8""",197,"$1,891,857",20,2003-11-05,"Killeen, Texas"
199,CHI,Adama Sanogo,21,C,"6' 9""",245,--,22,2002-02-12,"Bamako, Mali"
200,CHI,Jalen Smith,25,PF,"6' 10""",235,"$8,571,429",24,2000-03-16,"Portsmouth, Virginia"
201,CHI,DJ Steward,00,G,"6' 2""",162,--,23,2001-10-02,"Chicago, Illinois"
202,CHI,Dalen Terry,25,F,"6' 7""",200,"$3,510,480",21,2002-07-12,"Tempe, Arizona"
203,CHI,Nikola Vucevic,9,C,"6' 10""",260,"$20,000,000",33,1990-10-24,"Morges, Switzerland"
204,CHI,Coby White,0,PG,"6' 5""",206,"$12,000,000",24,2000-02-16,"Goldsboro, North Carolina"
205,CHI,Patrick Williams,44,PF,"6' 7""",231,"$18,500,000",22,2001-08-26,"Charlotte, North Carolina"
206,CLE,Jarrett Allen,31,C,"6' 11""",248,"$20,000,000",26,1998-04-21,"San Diego, California"
207,CLE,Emoni Bates,21,F,"6' 9""",190,--,20,2004-01-28,"Ann Arbor, Michigan"
208,CLE,Jules Bernard,14,SG,"6' 6""",205,--,24,2000-01-21,"Los Angeles, California"
209,CLE,Omar Cook,--,G,"6' 1""",190,--,42,1982-01-28,"Brooklyn, New York"
210,CLE,Darius Garland,10,PG,"6' 1""",186,"$36,725,670",24,2000-01-26,"Gary, Indiana"
211,CLE,Ty Jerome,2,SG,"6' 5""",200,"$2,560,975",26,1997-07-08,"New York, New York"
212,CLE,Caris LeVert,3,SG,"6' 6""",205,"$16,615,384",29,1994-08-25,"Columbus, Ohio"
213,CLE,Sam Merrill,5,SG,"6' 4""",205,"$2,164,993",28,1996-05-15,"Salt Lake City, Utah"
214,CLE,Donovan Mitchell,45,SG,"6' 3""",215,"$35,410,310",27,1996-09-07,"Elmsford, New York"
215,CLE,Evan Mobley,4,PF,"7' 0""",215,"$11,227,809",23,2001-06-18,"San Diego, California"
216,CLE,Pete Nance,8,PF,"6' 11""",230,--,24,2000-02-19,"Akron, Ohio"
217,CLE,Georges Niang,20,SF,"6' 7""",235,"$8,500,000",31,1993-06-17,"Lawrence, Massachusetts"
218,CLE,Isaac Okoro,35,SF,"6' 5""",225,"$10,185,185",23,2001-01-26,"Atlanta, Georgia"
219,CLE,Craig Porter Jr.,9,G,"6' 2""",185,"$1,891,857",24,2000-02-26,"Terre Haute, Indiana"
220,CLE,Max Strus,1,SG,"6' 5""",215,"$15,212,068",28,1996-03-28,"Hickory Hills, Illinois"
221,CLE,Tristan Thompson,13,C,"6' 9""",250,"$2,087,519",33,1991-03-13,"Toronto, Ontario"
222,CLE,JT Thor,15,F,"6' 9""",215,"$1,988,598",21,2002-08-26,"Omaha, Nebraska"
223,CLE,Luke Travers,33,G,"6' 7""",208,--,23,2001-09-03,"Perth, Australia"
224,CLE,Jaylon Tyson,24,F,"6' 6""",218,"$3,326,160",21,2002-12-02,"Allen, Texas"
225,CLE,Dean Wade,32,PF,"6' 9""",219,"$6,166,667",27,1996-11-20,"Wichita, Kansas"
226,DET,Malik Beasley,5,SG,"6' 4""",187,"$6,000,000",27,1996-11-26,"Atlanta, Georgia"
227,DET,Cade Cunningham,2,PG,"6' 6""",217,"$13,940,658",22,2001-09-25,"Arlington, Texas"
228,DET,Jalen Duren,0,C,"6' 10""",250,"$4,536,840",20,2003-11-18,"New Castle, Delaware"
229,DET,Simone Fontecchio,19,F,"6' 7""",200,"$7,692,308",28,1995-12-09,"Pescara, Italy"
230,DET,Tim Hardaway Jr.,8,SF,"6' 5""",205,"$16,193,183",57,1966-09-01,"Chicago, Illinois"
231,DET,Tobias Harris,12,F,"6' 9""",235,"$25,365,854",31,1992-07-15,"Islip, New York"
232,DET,Ron Holland II,00,F,"6' 7""",197,"$8,245,320",18,2005-07-07,"Duncanville, Texas"
233,DET,Jaden Ivey,23,PG,"6' 4""",195,"$7,977,240",22,2002-02-13,"South Bend, Indiana"
234,DET,Daniss Jenkins,24,G,"6' 4""",185,--,22,2001-08-17,"Dallas, Texas"
235,DET,Bobi Klintman,34,F,"6' 9""",212,"$1,257,153",21,2003-03-06,"Malmo, Sweden"
236,DET,Wendell Moore Jr.,14,G,"6' 5""",214,"$2,537,040",22,2001-09-18,"Richmond, Virginia"
237,DET,Paul Reed,7,F,"6' 9""",210,"$7,723,000",25,1999-06-14,"Orlando, Florida"
238,DET,Marcus Sasser,25,G,"6' 2""",195,"$2,755,080",23,2000-09-21,"Dallas, Texas"
239,DET,Isaiah Stewart,28,C,"6' 9""",250,"$15,000,000",23,2001-05-22,"Rochester, New York"
240,DET,Ausar Thompson,9,F,"6' 7""",215,"$8,376,000",21,2003-01-30,"San Leandro, California"
241,IND,Enrique Freeman,8,F,"6' 7""",215,--,23,2000-07-29,"Cleveland, Ohio"
242,IND,Johnny Furphy,12,F,"6' 9""",189,"$1,850,842",19,2004-12-08,"Melbourne, Australia"
243,IND,Tyrese Haliburton,0,PG,"6' 5""",190,"$42,176,000",24,2000-02-29,"Oshkosh, Wisconsin"
244,IND,Isaiah Jackson,22,SF,"6' 10""",225,"$4,435,381",22,2002-01-10,"Pontiac, Michigan"
245,IND,Quenton Jackson,29,G,"6' 5""",175,--,25,1998-09-15,"Los Angeles, California"
246,IND,James Johnson,16,PF,"6' 7""",239,"$2,087,519",37,1987-02-20,"Cheyenne, Wyoming"
